1,1,27,5
2,1,23,0
3,1,44,2
4,1,26,2
5,1,26,4
6,1,26,7
7,1,25,1
8,1,19,7
9,1,19,2
10,0,26,0
11,0,25,2
12,1,22,0
13,1,22,5
14,1,33,4
15,1,24,1
16,0,25,4
17,0,26,1
18,0,28,3
19,0,24,6
20,0,26,2
